Model,ability,submission_date,folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible,rank_difference
Krystalan/DRT-o1-7B,31.402661796813607,2025-02-05,Krystalan_DRT-o1-7B,0.7420360340385611,0.632258064516129,40,6,1.0,True,0.029126213592232997
Danielbrdz/Barcenas-14b-phi-4-v2,31.447866315089907,2025-02-05,Danielbrdz_Barcenas-14b-phi-4-v2,0.8603408106448154,0.8539733050185001,40,6,1.0,True,0.11434735706580368
bunnycore/Qwen2.5-7B-MixStock-V0.1,33.68659688810528,2025-02-05,bunnycore_Qwen2.5-7B-MixStock-V0.1,0.6856693857107206,0.5576224740452355,40,6,1.0,True,0.06094929881337652
FINGU-AI/QwQ-Buddy-32B-Alpha,35.1782720586928,2025-02-05,FINGU-AI_QwQ-Buddy-32B-Alpha,0.8713340759930857,0.9166004762235818,40,6,1.0,True,0.06040992448759441
CultriX/Qwen2.5-14B-Ultimav2,38.835600416037856,2025-02-05,CultriX_Qwen2.5-14B-Ultimav2,0.8954052842680913,0.8690188172043011,40,6,1.0,True,0.03721682847896446
YOYO-AI/ZYH-LLM-Qwen2.5-14B,39.823588693279426,2025-02-05,YOYO-AI_ZYH-LLM-Qwen2.5-14B,0.8849429777532836,0.8690188172043011,40,6,1.0,True,0.014563106796116498
notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,41.559026792386994,2025-02-05,notbdq_Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,0.6206326210860449,0.2761703082349173,40,6,1.0,True,0.30043149946062564
Aryanne/QwentileSwap,43.91650770857709,2025-02-05,Aryanne_QwentileSwap,0.933746551642711,0.9262366170745273,40,6,1.0,True,0.004314994606256728
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,6.657818235070503,2025-02-06,Telugu-LLM-Labs_Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.22009618234195477,0.10786290322580645,40,6,1.0,True,0.058791801510248126
GenVRadmin/AryaBhatta-GemmaOrca-Merged,11.99472750549792,2025-02-06,GenVRadmin_AryaBhatta-GemmaOrca-Merged,0.29795959411125444,0.1940188172043011,40,6,1.0,True,0.004854368932038833
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,13.004827801453324,2025-02-06,Telugu-LLM-Labs_Indic-gemma-7b-finetuned-sft-Navarasa-2.0,0.3248541777622461,0.2223139993398996,40,6,1.0,True,0.008090614886731351
GenVRadmin/AryaBhatta-GemmaUltra-Merged,13.28281509458921,2025-02-06,GenVRadmin_AryaBhatta-GemmaUltra-Merged,0.34014674816409574,0.24731182795698925,40,6,1.0,True,0.011326860841423925
GenVRadmin/AryaBhatta-GemmaOrca-2-Merged,14.006450277637631,2025-02-06,GenVRadmin_AryaBhatta-GemmaOrca-2-Merged,0.3217616140579897,0.20805170496986122,40,6,1.0,True,0.015102481121898603
GenVRadmin/llama38bGenZ_Vikas-Merged,16.09338316937527,2025-02-06,GenVRadmin_llama38bGenZ_Vikas-Merged,0.42845449392589324,0.2850993291156841,40,6,1.0,True,0.03937432578209277
netcat420/MFANN-phigments-slerp-V3.3,17.167734327311486,2025-02-06,netcat420_MFANN-phigments-slerp-V3.3,0.46856019616741185,0.2913074113641496,40,6,1.0,True,0.07065803667745418
jebish7/gemma-2-9b-it,21.76298915231794,2025-02-06,jebish7_gemma-2-9b-it,0.668186694721121,0.4799632384873278,40,6,1.0,True,0.23894282632146702
DoppelReflEx/MN-12B-FoxFrame-test,23.221061750775235,2025-02-06,DoppelReflEx_MN-12B-FoxFrame-test,0.6151839879893698,0.4952278432087828,40,6,1.0,True,0.09978425026968707
EpistemeAI/ReasoningCore-3B-T1_1,23.49247452002091,2025-02-06,EpistemeAI_ReasoningCore-3B-T1_1,0.4663222798618312,0.3414650537634409,40,6,1.0,True,0.14617044228694714
meta-llama/Llama-3.1-8B-Instruct,23.763729445470883,2025-02-06,meta-llama_Llama-3.1-8B-Instruct,0.6012866433033353,0.4918010752688172,40,6,1.0,True,0.055016181229773475
jebish7/Llama-3.1-8B-Instruct,24.022312491744717,2025-02-06,jebish7_Llama-3.1-8B-Instruct,0.6054540158800346,0.5363746176307008,40,6,1.0,True,0.051779935275080846
1024m/PHI-4-Hindi,27.48785095027712,2025-02-06,1024m_PHI-4-Hindi,0.8667650979108377,0.8491518578352182,40,6,1.0,True,0.24271844660194175
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,31.02077727563474,2025-02-06,1-800-LLMs_Qwen-2.5-14B-Hindi-Custom-Instruct,0.827862131027759,0.8190188172043011,40,6,1.0,True,0.09115426105717361
rombodawg/Rombos-Coder-V2.5-Qwen-14b,32.44560837708102,2025-02-06,rombodawg_Rombos-Coder-V2.5-Qwen-14b,0.749006711300004,0.6585349462365592,40,6,1.0,True,0.017799352750809128
1-800-LLMs/Qwen-2.5-14B-Hindi,36.266177006668904,2025-02-06,1-800-LLMs_Qwen-2.5-14B-Hindi,0.8478532615135332,0.8500269251480883,40,6,1.0,True,0.015641855447680597
mlx-community/Mistral-Small-24B-Instruct-2501-bf16,38.66942426997438,2025-02-06,mlx-community_Mistral-Small-24B-Instruct-2501-bf16,0.890759473299066,0.8825268817204301,40,6,1.0,True,0.03613807982740025
1024m/QWEN-14B-B100,41.91906679224076,2025-02-06,1024m_QWEN-14B-B100,0.6859159486736369,0.40615136610122354,40,6,1.0,True,0.18554476806903997
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,18.5491918072634,2025-02-07,jlzhou_Qwen2.5-3B-Infinity-Instruct-0625,0.4351000357978679,0.26245288099084546,40,6,1.0,True,0.017259978425026967
jayasuryajsk/Qwen2.5-3B-reasoner,22.088475922135004,2025-02-07,jayasuryajsk_Qwen2.5-3B-reasoner,0.5458756838639445,0.41706989247311826,40,6,1.0,True,0.033441208198489836
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,23.513141611997387,2025-02-07,cognitivecomputations_Dolphin3.0-R1-Mistral-24B,0.6416142781464013,0.5128360215053764,40,6,1.0,True,0.1181229773462783
DreadPoor/Winter_Night-8B-Model_Stock,27.21635948101721,2025-02-07,DreadPoor_Winter_Night-8B-Model_Stock,0.5983903998734533,0.5263766567651607,40,6,1.0,True,0.05124056094929885
DreadPoor/TEST06-ignore,27.721454908565875,2025-02-07,DreadPoor_TEST06-ignore,0.6587945992222406,0.5820202608837948,40,6,1.0,True,0.032362459546925626
DreadPoor/TEST07-ignore,29.498717642655507,2025-02-07,DreadPoor_TEST07-ignore,0.6871239963390858,0.6191998019698786,40,6,1.0,True,0.032362459546925626
DreadPoor/TEST08-ignore,29.66477204531803,2025-02-07,DreadPoor_TEST08-ignore,0.6829383231927879,0.6094758064516129,40,6,1.0,True,0.01725997842502691
bunnycore/Phi-4-Sce-exp-v0.1,41.33228109882298,2025-02-07,bunnycore_Phi-4-Sce-exp-v0.1,0.9171730015499555,0.8520030937152392,40,6,1.0,True,0.015102481121898603
Xiaojian9992024/Qwen2.5-THREADRIPPER-Medium-Censored,41.54381790411528,2025-02-07,Xiaojian9992024_Qwen2.5-THREADRIPPER-Medium-Censored,0.8577743254973365,0.820245150862069,40,6,1.0,True,0.0442286947141316
Triangle104/Porpoise-R1-Llama3.2-3b,13.626836330964721,2025-02-08,Triangle104_Porpoise-R1-Llama3.2-3b,0.2864950906810685,0.20926138238921604,40,6,1.0,True,0.0372168284789644
jebish7/Llama-3-Nanda-10B-Chat,18.064509209714284,2025-02-08,jebish7_Llama-3-Nanda-10B-Chat,0.5210852039703512,0.4239450083426029,40,6,1.0,True,0.1251348435814455
Danielbrdz/Barcenas-3b-GRPO,20.5654768779582,2025-02-08,Danielbrdz_Barcenas-3b-GRPO,0.45383624339824724,0.3178763440860215,40,6,1.0,True,0.057713052858683944
DoppelReflEx/MN-12B-FoxFrame2-test,23.639728527998752,2025-02-08,DoppelReflEx_MN-12B-FoxFrame2-test,0.6597157085102636,0.5807429261679644,40,6,1.0,True,0.14940668824163972
DoppelReflEx/MN-12B-FoxFrame3-test,23.94718793396009,2025-02-08,DoppelReflEx_MN-12B-FoxFrame3-test,0.6363521522878439,0.4903814251220317,40,6,1.0,True,0.09115426105717372
FuseAI/FuseChat-Llama-3.2-3B-Instruct,25.746913825686644,2025-02-08,FuseAI_FuseChat-Llama-3.2-3B-Instruct,0.5393471616309676,0.3915994623655914,40,6,1.0,True,0.10517799352750812
sometimesanotion/Qwen2.5-7B-Gordion-v0.1-Prose,30.518790394446103,2025-02-08,sometimesanotion_Qwen2.5-7B-Gordion-v0.1-Prose,0.7307457309956824,0.6443548387096775,40,6,1.0,True,0.02696871628910469
bunnycore/Qwen-2.5-7B-Exp-Sce,33.8635495431104,2025-02-08,bunnycore_Qwen-2.5-7B-Exp-Sce,0.6970236040881226,0.571505376344086,40,6,1.0,True,0.04746494066882423
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V2,36.566362481938945,2025-02-08,YOYO-AI_ZYH-LLM-Qwen2.5-14B-V2,0.8694947078484786,0.8238820043103448,40,6,1.0,True,0.03505933117583593
tensopolis/mistral-small-2501-tensopolis-v1,39.245150466059876,2025-02-08,tensopolis_mistral-small-2501-tensopolis-v1,0.8408398775257675,0.7774095059325176,40,6,1.0,True,0.027508090614886793
Triangle104/RomboHermes3-R1-Llama3.2-3b,14.65828137567246,2025-02-09,Triangle104_RomboHermes3-R1-Llama3.2-3b,0.3920703024152367,0.26545698924731187,40,6,1.0,True,0.033441208198489725
Triangle104/DSR1-Distill-Qwen-7B-RP,24.099711456808993,2025-02-09,Triangle104_DSR1-Distill-Qwen-7B-RP,0.5283561479225407,0.3289650537634409,40,6,1.0,True,0.07820927723840343
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,26.432648640760963,2025-02-09,DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,0.6534572771099777,0.4761840412958843,40,6,1.0,True,0.04746494066882412
Triangle104/Phi4-RP-o1-Ablit,28.67748592577745,2025-02-09,Triangle104_Phi4-RP-o1-Ablit,0.8699336700315239,0.8672715053763441,40,6,1.0,True,0.21790722761596548
DoppelReflEx/MN-12B-Unleashed-Twilight,22.56427237998545,2025-02-10,DoppelReflEx_MN-12B-Unleashed-Twilight,0.6389662147981393,0.5367716096027237,40,6,1.0,True,0.15533980582524265
Triangle104/Llama3.1-Allades-Lit-8b,11.875472634114063,2025-02-11,Triangle104_Llama3.1-Allades-Lit-8b,0.2916636369791451,0.13541666666666666,40,6,1.0,True,0.001078748651564182
Triangle104/DSR1-Distill-Llama-Lit-8B,17.83503282373852,2025-02-11,Triangle104_DSR1-Distill-Llama-Lit-8B,0.49759120451682837,0.2908602150537634,40,6,1.0,True,0.09439050701186624
EpistemeAI/Fireball-R1-Llama-3.1-8B,14.729862999540122,2025-02-12,EpistemeAI_Fireball-R1-Llama-3.1-8B,0.3802493812681835,0.11525537634408603,40,6,1.0,True,0.018878101402373282
Sorawiz/Gemma-Creative-9B-Base,18.29960573109928,2025-02-12,Sorawiz_Gemma-Creative-9B-Base,0.5691204701910683,0.37442688056173523,40,6,1.0,True,0.20010787486515647
Nexesenex/Llama_3.2_3b_Kermes_v2,18.49497166284455,2025-02-12,Nexesenex_Llama_3.2_3b_Kermes_v2,0.39370106718415965,0.3058467741935484,40,6,1.0,True,0.06364617044228693
Sorawiz/Gemma-9B-Base,20.84248400200344,2025-02-12,Sorawiz_Gemma-9B-Base,0.6793151008113185,0.5853827930932652,40,6,1.0,True,0.29989212513484353
zelk12/MT3-Gen6-gemma-2-9B,21.10285538804693,2025-02-12,zelk12_MT3-Gen6-gemma-2-9B,0.6800719678191319,0.5691532258064516,40,6,1.0,True,0.28856526429341967
DreadPoor/Yafune-8B-Model_Stock,30.104766282389747,2025-02-12,DreadPoor_Yafune-8B-Model_Stock,0.6916077263026501,0.6236491066462737,40,6,1.0,True,0.006472491909385036
bunnycore/Gemma2-9B-TitanFusion,19.471500934700618,2025-02-13,bunnycore_Gemma2-9B-TitanFusion,0.6495947720287545,0.5445611200861604,40,6,1.0,True,0.2799352750809061
zelk12/MT-Merge6-gemma-2-9B,20.203466199919276,2025-02-13,zelk12_MT-Merge6-gemma-2-9B,0.6459056225779721,0.4780560043080237,40,6,1.0,True,0.2508090614886731
Daemontatox/CogitoZ,39.383291042826805,2025-02-13,Daemontatox_CogitoZ,0.9005537258534734,0.8958333333333334,40,6,1.0,True,0.03721682847896446
bunnycore/Phi-4-Trim-Exp1,4.501547812787733,2025-02-14,bunnycore_Phi-4-Trim-Exp1,0.1865835531016183,0.05883533787541713,40,6,1.0,True,0.04261057173678533
Davidsv/SUONG-1,5.32234226282347,2025-02-14,Davidsv_SUONG-1,0.1481586749667404,0.0514072732641965,40,6,1.0,True,0.05447680690399138
bunnycore/Qwen2.5-7B-MixStock-Sce-V0.3,11.636394077198473,2025-02-14,bunnycore_Qwen2.5-7B-MixStock-Sce-V0.3,0.35341441464308754,0.12055495689655171,40,6,1.0,True,0.04584681769147789
zelk12/MT-Gen7-gemma-2-9B,20.391800709714477,2025-02-15,zelk12_MT-Gen7-gemma-2-9B,0.6660543636878438,0.5416142277693818,40,6,1.0,True,0.28856526429341967
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,22.939578822051278,2025-02-15,EpistemeAI_OpenReasoner-Llama-3.2-3B-rs1.0,0.4556814690822403,0.3245967741935484,40,6,1.0,True,0.1413160733549083
nbeerbower/Dumpling-Qwen2.5-14B,34.79872132286163,2025-02-15,nbeerbower_Dumpling-Qwen2.5-14B,0.8313653281129918,0.8199170953837598,40,6,1.0,True,0.028586839266451003
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Llama3-8B-v1.1,15.806892418961331,2025-02-16,mobiuslabsgmbh_DeepSeek-R1-ReDistill-Llama3-8B-v1.1,0.38704028866214657,0.15462159923062663,40,6,1.0,True,0.0005393743257821049
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1,17.737904923149653,2025-02-16,mobiuslabsgmbh_DeepSeek-R1-ReDistill-Qwen-7B-v1.1,0.4124519048512737,0.16237920606229145,40,6,1.0,True,0.02049622437971954
bunnycore/Qwen-2.5-7B-Deep-Stock-v5,18.50794443275282,2025-02-16,bunnycore_Qwen-2.5-7B-Deep-Stock-v5,0.4809592610005253,0.36249130978865407,40,6,1.0,True,0.046386192017259964
CultriX/Qwen2.5-14B-HyperMarck-dl,39.89416756441815,2025-02-16,CultriX_Qwen2.5-14B-HyperMarck-dl,0.8294754091914939,0.7750412785038933,40,6,1.0,True,0.04746494066882412
sometimesanotion/Qwentessential-14B-v1,40.27876153100695,2025-02-16,sometimesanotion_Qwentessential-14B-v1,0.8908085510921533,0.8761524668613274,40,6,1.0,True,0.015641855447680597
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,7.7152906600553655,2025-02-17,JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.19832262265954873,0.06975806451612904,40,6,1.0,True,0.04746494066882416
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,7.980367592203365,2025-02-17,JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,0.23203711224248896,0.10813172043010752,40,6,1.0,True,0.002157497303128364
bunnycore/Qwen2.5-7B-Sky-R1-Mini,7.371821186629208,2025-02-18,bunnycore_Qwen2.5-7B-Sky-R1-Mini,0.28804435790391614,0.15181451612903227,40,6,1.0,True,0.1197411003236246
Daemontatox/Cogito-MIS,11.081961864729385,2025-02-18,Daemontatox_Cogito-MIS,0.47701042185177933,0.33453161099240886,40,6,1.0,True,0.20819848975188784
gz987/qwen2.5-7b-cabs-v0.4,36.88194596713292,2025-02-18,gz987_qwen2.5-7b-cabs-v0.4,0.7414723125467596,0.5890238285595105,40,6,1.0,True,0.06418554476806904
SicariusSicariiStuff/Phi-Line_14B,37.56208119420943,2025-02-18,SicariusSicariiStuff_Phi-Line_14B,0.7836131379925445,0.7739958460789766,40,6,1.0,True,0.03721682847896446
CultriX/Qwen2.5-14B-ReasoningMerge,40.645885900911715,2025-02-18,CultriX_Qwen2.5-14B-ReasoningMerge,0.9154598762038446,0.9017473118279571,40,6,1.0,True,0.026968716289104577
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,41.23204160839732,2025-02-18,Lunzima_NQLSG-Qwen2.5-14B-MegaFusion-v3,0.8796837617116158,0.8286025271134594,40,6,1.0,True,0.01132686084142398
YOYO-AI/Qwen2.5-14B-YOYO-latest-V2,41.845467243255996,2025-02-18,YOYO-AI_Qwen2.5-14B-YOYO-latest-V2,0.850560914581615,0.8351478494623656,40,6,1.0,True,0.05285868392664517
oopere/Llama-FinSent-S,5.86640376735036,2025-02-19,oopere_Llama-FinSent-S,0.23031801870537807,0.11471774193548387,40,6,1.0,True,0.09924487594390508
oopere/pruned40-llama-3.2-1B,6.877693765654211,2025-02-19,oopere_pruned40-llama-3.2-1B,0.20179506708974193,0.07540322580645162,40,6,1.0,True,0.01887810140237324
AI4free/Dhanishtha,11.247711953182252,2025-02-19,AI4free_Dhanishtha,0.3651983700551621,0.14280913978494622,40,6,1.0,True,0.06796116504854366
HoangHa/Pensez-Llama3.1-8B,19.04804643436893,2025-02-19,HoangHa_Pensez-Llama3.1-8B,0.4871461136055184,0.38557236628661473,40,6,1.0,True,0.044228694714131656
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,7.552804605341624,2025-02-20,braindao_DeepSeek-R1-Distill-Qwen-1.5B-Blunt,0.25577901237587175,0.048277600111234706,40,6,1.0,True,0.08198489751887811
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,7.905104898093659,2025-02-20,JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,0.23972229355651856,0.13219086021505377,40,6,1.0,True,0.01941747572815533
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,14.446569781402497,2025-02-20,Xiaojian9992024_Qwen2.5-Ultra-1.5B-25.02-Exp,0.3347246601299056,0.26470514791460387,40,6,1.0,True,0.01941747572815533
Triangle104/Mistral-Small-24b-Harmony,27.168346239791443,2025-02-20,Triangle104_Mistral-Small-24b-Harmony,0.7979391753201892,0.7686827956989247,40,6,1.0,True,0.19687162891046384
kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,32.41809867775918,2025-02-20,kayfour_T3Q-Qwen2.5-7B-it-KOR-Safe,0.7327783314882195,0.6485887096774194,40,6,1.0,True,0.003236245954692629
bunnycore/Qwen-2.5-7b-S1k,34.59275371596473,2025-02-20,bunnycore_Qwen-2.5-7b-S1k,0.7037336215254504,0.5527052627919911,40,6,1.0,True,0.06310679611650494
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5,40.96266321754947,2025-02-20,Lunzima_NQLSG-Qwen2.5-14B-MegaFusion-v5,0.8653652108583147,0.8585911429365962,40,6,1.0,True,0.028586839266451003
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,7.784158197402131,2025-02-21,JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,0.22250381101099287,0.11297043010752689,40,6,1.0,True,0.0016181229773462869
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,8.070117533212565,2025-02-21,JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,0.24103804958263025,0.1367690170464041,40,6,1.0,True,0.010787486515641848
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,8.601146924480913,2025-02-21,JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.24642820525506112,0.1297715053763441,40,6,1.0,True,0.001078748651564182
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,8.721617990921317,2025-02-21,JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,0.24971316691592643,0.11363581062291435,40,6,1.0,True,0.0016181229773462869
Daemontatox/Research_PathfinderAI,9.365878628802648,2025-02-21,Daemontatox_Research_PathfinderAI,0.2677230701675274,0.03931451612903226,40,6,1.0,True,0.010787486515641875
Nexesenex/Llama_3.2_1b_Sydonia_0.1,5.524505982897409,2025-02-22,Nexesenex_Llama_3.2_1b_Sydonia_0.1,0.20328064035149002,0.08855151557285873,40,6,1.0,True,0.057713052858683916
Nexesenex/Llama_3.2_1b_Odyssea_V1,5.724136311067048,2025-02-22,Nexesenex_Llama_3.2_1b_Odyssea_V1,0.1806096899487958,0.10517473118279569,40,6,1.0,True,0.010787486515641861
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,6.988906174606645,2025-02-22,Nexesenex_Llama_3.2_1b_AquaSyn_0.1,0.2308247572599813,0.11303097191323694,40,6,1.0,True,0.07119741100323623
Daemontatox/mini-Cogito-R1,11.629717650498435,2025-02-22,Daemontatox_mini-Cogito-R1,0.3555148473126591,0.14456557633481645,40,6,1.0,True,0.04962243797195254
ModelSpace/GemmaX2-28-9B-v0.1,5.991108905848541,2025-02-24,ModelSpace_GemmaX2-28-9B-v0.1,0.2922961138132973,0.16648228934927697,40,6,1.0,True,0.16289104638619203
suayptalha/DeepSeek-R1-Distill-Llama-3B,23.27368245692195,2025-02-24,suayptalha_DeepSeek-R1-Distill-Llama-3B,0.4487126015795388,0.2790994623655914,40,6,1.0,True,0.16450916936353832
sumink/bbhqwen6,4.3661285339650675,2025-02-25,sumink_bbhqwen6,0.17055367582743167,0.05093684315666962,40,6,1.0,True,0.010248112189859764
sumink/bbhqwen5,5.199436501746352,2025-02-25,sumink_bbhqwen5,0.2029495344779666,0.05286907327586207,40,6,1.0,True,0.06850053937432579
sumink/bbhqwen4,5.65608379265554,2025-02-25,sumink_bbhqwen4,0.23129326026517524,0.08676799453096032,40,6,1.0,True,0.10949298813376485
sumink/bbhqwen2,6.258601237356342,2025-02-25,sumink_bbhqwen2,0.23375523623841157,0.07550359774749722,40,6,1.0,True,0.10032362459546926
sumink/bbhqwen,7.833827413484496,2025-02-25,sumink_bbhqwen,0.2733794715700087,0.15913609359528896,40,6,1.0,True,0.0593311758360302
DeepMount00/Lexora-Lite-3B_v2,22.690213091300453,2025-02-25,DeepMount00_Lexora-Lite-3B_v2,0.547770586343207,0.41216397849462366,40,6,1.0,True,0.016720604099244918
DreadPoor/Cadence-8B-LINEAR,29.577499098320445,2025-02-25,DreadPoor_Cadence-8B-LINEAR,0.6677062102683724,0.5811827956989247,40,6,1.0,True,0.008629989212513567
DreadPoor/Decayed-8B-LINEAR,29.711542134704672,2025-02-25,DreadPoor_Decayed-8B-LINEAR,0.6789526244915595,0.5959005376344086,40,6,1.0,True,0.008629989212513456
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,40.64719439278672,2025-02-25,Lunzima_NQLSG-Qwen2.5-14B-MegaFusion-v6,0.8705832291443913,0.8622983870967742,40,6,1.0,True,0.016720604099244918
Amaorynho/BBAI270V4,4.549298117195413,2025-02-26,Amaorynho_BBAI270V4,0.19204894255898525,0.07862903225806452,40,6,1.0,True,0.05501618122977346
lkoenig/BBAI_200_Gemma,5.086148057258666,2025-02-26,lkoenig_BBAI_200_Gemma,0.23240397356240225,0.07933114892212553,40,6,1.0,True,0.13052858683926646
Supichi/BBAI_135_Gemma,5.349663435184209,2025-02-26,Supichi_BBAI_135_Gemma,0.23922872965713715,0.09771090543934413,40,6,1.0,True,0.1332254584681769
Nexesenex/Llama_3.2_1b_Odyssea_V1.01,5.655298422411647,2025-02-26,Nexesenex_Llama_3.2_1b_Odyssea_V1.01,0.1869332292829105,0.10443548387096774,40,6,1.0,True,0.010248112189859757
AicoresSecurity/Cybernet-Sec-3B-R1-V0,20.584200054790823,2025-02-26,AicoresSecurity_Cybernet-Sec-3B-R1-V0,0.4254897908641909,0.3144489247311828,40,6,1.0,True,0.09816612729234087
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,22.930540293017284,2025-02-26,AicoresSecurity_Cybernet-Sec-3B-R1-V0-Coder,0.4486996915850077,0.31491935483870964,40,6,1.0,True,0.15048543689320387
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,27.386758745448905,2025-02-26,bunnycore_Qwen2.5-3B-Model-Stock-v3.2,0.5637850571174787,0.40288978494623656,40,6,1.0,True,0.10787486515641853
DreadPoor/Nwah-8B-Model_Stock,29.720182729588192,2025-02-26,DreadPoor_Nwah-8B-Model_Stock,0.6747543333408957,0.5811827956989247,40,6,1.0,True,0.004854368932038833
DreadPoor/Lydia_of_Whiterun-8B-LINEAR,30.10503527354818,2025-02-26,DreadPoor_Lydia_of_Whiterun-8B-LINEAR,0.6847064745406477,0.5750672043010753,40,6,1.0,True,0.006472491909385147
Amaorynho/BBAI2006,3.4638352160730896,2025-02-27,Amaorynho_BBAI2006,0.1441611487802369,0.03662634408602151,40,6,1.0,True,0.0010787486515641855
Amaorynho/BBAI_375,3.4638352160730896,2025-02-27,Amaorynho_BBAI_375,0.1441611487802369,0.03662634408602151,40,6,1.0,True,0.0010787486515641855
JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,7.083621157947088,2025-02-27,JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,0.21197905648302307,0.06895161290322581,40,6,1.0,True,0.031283710895361375
AI4free/t2,11.33461581083953,2025-02-27,AI4free_t2,0.30238278573209,0.06431451612903226,40,6,1.0,True,0.015641855447680708
Nexesenex/Llama_3.1_8b_Mediver_V1.01,11.98427245937036,2025-02-27,Nexesenex_Llama_3.1_8b_Mediver_V1.01,0.3457986703873687,0.10994536800597564,40,6,1.0,True,0.0366774541531823
Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,27.472783833453928,2025-02-27,Nexesenex_Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,0.5920079592976519,0.4678763440860215,40,6,1.0,True,0.06742179072276155
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,28.105107642426063,2025-02-27,Nexesenex_Llama_3.1_8b_Smarteaz_0.2_R1,0.645929669426981,0.5381048387096774,40,6,1.0,True,0.004854368932038833
jeffmeloy/Qwen2.5-7B-olm-v1.5,29.23575275519298,2025-02-27,jeffmeloy_Qwen2.5-7B-olm-v1.5,0.7322339155559668,0.6140456989247312,40,6,1.0,True,0.08737864077669899
DreadPoor/hakuchido-8B-MODEL_STOCK,29.346239826870143,2025-02-27,DreadPoor_hakuchido-8B-MODEL_STOCK,0.6777389514234688,0.6199596774193549,40,6,1.0,True,0.023193096008629954
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,29.728397716509164,2025-02-27,Nexesenex_Llama_3.1_8b_DobHerWild_R1_v1.1R,0.6373045730110282,0.562768817204301,40,6,1.0,True,0.07874865156418553
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,30.309648600363573,2025-02-27,Nexesenex_Llama_3.1_8b_DodoWild_v2.01,0.658472670693908,0.5419354838709678,40,6,1.0,True,0.06957928802588997
Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,30.62363412318741,2025-02-27,Nexesenex_Llama_3.1_8b_Smarteaz_V1.01,0.6672930485366227,0.5716397849462366,40,6,1.0,True,0.055016181229773475
prithivMLmods/Primal-Opus-14B-Optimus-v2,40.91271332337514,2025-02-27,prithivMLmods_Primal-Opus-14B-Optimus-v2,0.8972926571261344,0.8418010752688172,40,6,1.0,True,0.012944983818770184
EpistemeAI/DeepPhi-3.5-mini-instruct,3.46432918593773,2025-02-28,EpistemeAI_DeepPhi-3.5-mini-instruct,0.1746346528452903,0.032529633620689655,40,6,1.0,True,0.04800431499460626
